entity_1,relation,entity_2
一种油气田生产过程排放气的回收利用系统,keywords,气液分离器单元用于对原油进行气液分离
一种油气田生产过程排放气的回收利用系统,keywords,气液分离器单元的气相出口与涤气罐单元的进气口相连
一种油气田生产过程排放气的回收利用系统,keywords,本发明公开了一种钢丝动力电缆投捞机组系统及作业方法
一种油气田生产过程排放气的回收利用系统,keywords,本发明公开了一种随钻近钻头环井周位置信息测量方法及相关装置
杨天宇,invented,一种油气田生产过程排放气的回收利用系统
杨天宇,invented,一种海上平台高压二氧化碳体系泄放的干冰控制系统和方法
杨天宇,invented,一种高凝油水下生产管汇
郑海敏,invented,一种油气田生产过程排放气的回收利用系统
马晨波,invented,一种油气田生产过程排放气的回收利用系统
马晨波,invented,一种海上平台高压二氧化碳体系泄放的干冰控制系统和方法
马晨波,invented,基于多目标决策的海上循环冷却水系统参数优化方法
柳歆,invented,一种油气田生产过程排放气的回收利用系统
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,选择横纹承压能力满足相应应力区间要求的木材加工成垫木组合
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,根据连续滑靴受力大小选择不同强度的垫木组合
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,本发明公开了一种导管架连续滑靴不同强度硬木组合的设计方案
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,本发明依托导管架结构分析
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,按照上述各影响范围区间内的名义应力的高低次序
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,根据上述划分的应力区间
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,包括有以下步骤
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,s5
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,涉及海洋工程技术领域
一种导管架连续滑靴不同强度硬木组合的设计方案,keywords,s4
黄怀州,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
史睿,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
袁玉杰,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
刘钊,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
赵佳宁,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
阳连丰,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
舒伟,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
舒伟,invented,一种深水分段导管架及其海上卧式连接方法
阮胜福,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
侯涛,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
胡永明,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
李铎,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
王海龙,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
张大伟,invented,一种导管架连续滑靴不同强度硬木组合的设计方案
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,sub
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,有利于抑制其在反应过程中烧结团聚
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,活性组分cu的含量为20
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,本发明催化剂通过采用复合载体减少了硅的醇解
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,本发明提供了一种醛加氢cu基催化剂及其制备方法和应用
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,sio
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,本发明可根据现场条件进行多点排布
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,本发明公开了一种深水分段导管架及其海上卧式连接方法
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,本发明公开了一种采油树帽送入工具
一种醛加氢Cu基催化剂及其制备方法与应用,keywords,本发明公开了一种脲基分散剂及其制备方法与应用
王政,invented,一种醛加氢Cu基催化剂及其制备方法与应用
郑修新,invented,一种醛加氢Cu基催化剂及其制备方法与应用
李晨,invented,一种醛加氢Cu基催化剂及其制备方法与应用
李晨,invented,一种羰基合成催化剂及其制备方法与应用
李晨,invented,一种由甲醇制环氧化物的集成工艺方法
王本雷,invented,一种醛加氢Cu基催化剂及其制备方法与应用
王本雷,invented,一种羰基合成催化剂及其制备方法与应用
孙绍宸,invented,一种醛加氢Cu基催化剂及其制备方法与应用
孙国方,invented,一种醛加氢Cu基催化剂及其制备方法与应用
宋万仓,invented,一种醛加氢Cu基催化剂及其制备方法与应用
宋万仓,invented,一种由甲醇制环氧化物的集成工艺方法
宋万仓,invented,一种由费托馏分油制环氧丙烷的组合工艺方法
郭春垒,invented,一种醛加氢Cu基催化剂及其制备方法与应用
郭春垒,invented,一种羰基合成催化剂及其制备方法与应用
郭春垒,invented,一种由甲醇制环氧化物的集成工艺方法
郭春垒,invented,一种硫化型体相加氢催化剂的制备方法
郭春垒,invented,一种硫化型加氢脱金属催化剂的制备方法
潘月秋,invented,一种醛加氢Cu基催化剂及其制备方法与应用
潘月秋,invented,一种由费托馏分油制环氧丙烷的组合工艺方法
一种压驱压裂工艺管柱,keywords,第二趟管柱和第三趟管柱
一种压驱压裂工艺管柱,keywords,还能够防止上提管柱时发生卡井事故
一种压驱压裂工艺管柱,keywords,通过下至上依次连接的第一趟管柱
一种压驱压裂工艺管柱,keywords,本发明公开了一种压驱压裂工艺管柱及其工艺方法
一种压驱压裂工艺管柱,keywords,本发明的有益效果是
一种压驱压裂工艺管柱,keywords,包括
一种压驱压裂工艺管柱,keywords,本发明公开了一种硫化型加氢脱金属催化剂的制备方法
一种压驱压裂工艺管柱,keywords,本发明公开了一种硫化型加氢催化剂的制备方法
一种压驱压裂工艺管柱,keywords,本发明公开了一种硫化型体相加氢催化剂的制备方法
一种压驱压裂工艺管柱,keywords,本发明公开了一种深层煤层气井防气锁排采管柱的设计方法
刘鹏,invented,一种压驱压裂工艺管柱
罗振清,invented,一种压驱压裂工艺管柱
陈洪亮,invented,一种压驱压裂工艺管柱
王立新,invented,一种压驱压裂工艺管柱
张云驰,invented,一种压驱压裂工艺管柱
季菊香,invented,一种压驱压裂工艺管柱
刘传刚,invented,一种压驱压裂工艺管柱
张春升,invented,一种压驱压裂工艺管柱
一种羰基合成催化剂及其制备方法与应用,keywords,本发明提供了一种羰基合成催化剂及其制备方法和应用
一种羰基合成催化剂及其制备方法与应用,keywords,活性金属组成的多相催化剂
一种羰基合成催化剂及其制备方法与应用,keywords,适用于在水
一种羰基合成催化剂及其制备方法与应用,keywords,本发明公开了一种采油树帽送入工具
一种羰基合成催化剂及其制备方法与应用,keywords,本发明公开了一种脲基分散剂及其制备方法与应用
一种羰基合成催化剂及其制备方法与应用,keywords,本发明公开了一种聚酰胺改性水性环氧固化剂及其制备方法
一种羰基合成催化剂及其制备方法与应用,keywords,本发明公开了一种确定混源油的烃源岩贡献率的方法
一种羰基合成催化剂及其制备方法与应用,keywords,本发明公开了一种硫化型加氢脱金属催化剂的制备方法
一种羰基合成催化剂及其制备方法与应用,keywords,本发明公开了一种深层煤层气井防气锁排采管柱的设计方法
一种羰基合成催化剂及其制备方法与应用,keywords,本发明公开了一种硫化型加氢催化剂的制备方法
张硕,invented,一种羰基合成催化剂及其制备方法与应用
王鹏飞,invented,一种羰基合成催化剂及其制备方法与应用
蒋凌云,invented,一种羰基合成催化剂及其制备方法与应用
李继霞,invented,一种羰基合成催化剂及其制备方法与应用
臧甲忠,invented,一种羰基合成催化剂及其制备方法与应用
臧甲忠,invented,一种硫化型体相加氢催化剂的制备方法
臧甲忠,invented,一种水相分散氢氧化铝粉体及其制备系统、制备方法、应用
臧甲忠,invented,一种硫化型加氢脱金属催化剂的制备方法
臧甲忠,invented,一种硫化型加氢催化剂的制备方法
地下洞室施工安全预警方法、装置及系统,keywords,洞外管理人员知道洞内的安全状态与人员状态
地下洞室施工安全预警方法、装置及系统,keywords,提供了一种地下洞室施工安全预警方法
地下洞室施工安全预警方法、装置及系统,keywords,时效性更强
地下洞室施工安全预警方法、装置及系统,keywords,装置及系统
地下洞室施工安全预警方法、装置及系统,keywords,本发明涉及地下洞室监测预警技术领域
地下洞室施工安全预警方法、装置及系统,keywords,根据位置信息判断人员是否处于预设的电子围栏区域
地下洞室施工安全预警方法、装置及系统,keywords,洞内人员能知道自身所处环境安全状态同时也能接受洞外反馈的预警指令
地下洞室施工安全预警方法、装置及系统,keywords,包括
地下洞室施工安全预警方法、装置及系统,keywords,本发明公开了一种热采油田放喷气安全排放和伴生气利用的生产系统及方法
地下洞室施工安全预警方法、装置及系统,keywords,本发明公开了一种用于套管悬挂器的压力试验装置
彭振华,invented,地下洞室施工安全预警方法、装置及系统
彭振华,invented,地下水封洞库的水幕钻孔布设方法
彭振华,invented,多期邻近洞库的水封安全性评价方法
李俊彦,invented,地下洞室施工安全预警方法、装置及系统
李俊彦,invented,地下水封洞库的水幕钻孔布设方法
李俊彦,invented,多期邻近洞库的水封安全性评价方法
王敬奎,invented,地下洞室施工安全预警方法、装置及系统
王敬奎,invented,地下水封洞库的水幕钻孔布设方法
王敬奎,invented,多期邻近洞库的水封安全性评价方法
王金昌,invented,地下洞室施工安全预警方法、装置及系统
王金昌,invented,一种地下水封洞库进油立管负压缓释方法及装置
王金昌,invented,地下水封洞库的水幕钻孔布设方法
王金昌,invented,多期邻近洞库的水封安全性评价方法
刘建立,invented,地下洞室施工安全预警方法、装置及系统
高秀宝,invented,地下洞室施工安全预警方法、装置及系统
高秀宝,invented,地下水封洞库的水幕钻孔布设方法
高秀宝,invented,多期邻近洞库的水封安全性评价方法
高飞,invented,地下洞室施工安全预警方法、装置及系统
郭鸿雁,invented,地下洞室施工安全预警方法、装置及系统
一种非离子型水性环氧固化剂及其制备方法,keywords,提供水溶性的同时改善涂膜的柔韧性
一种非离子型水性环氧固化剂及其制备方法,keywords,本发明公开一种非离子型水性环氧固化剂及其制备方法
一种非离子型水性环氧固化剂及其制备方法,keywords,本发明的水性环氧固化剂分子结构中引入聚醚链段
一种非离子型水性环氧固化剂及其制备方法,keywords,还引入聚酰胺结构
一种非离子型水性环氧固化剂及其制备方法,keywords,本发明的固化剂合成工艺简单
一种非离子型水性环氧固化剂及其制备方法,keywords,环保
一种非离子型水性环氧固化剂及其制备方法,keywords,30
一种非离子型水性环氧固化剂及其制备方法,keywords,25
一种非离子型水性环氧固化剂及其制备方法,keywords,20
一种非离子型水性环氧固化剂及其制备方法,keywords,本发明公开了一种硫化型加氢脱金属催化剂的制备方法
梁晟源,invented,一种非离子型水性环氧固化剂及其制备方法
梁晟源,invented,水性超支化聚合物及其制备方法
梁晟源,invented,一种聚酰胺改性水性环氧固化剂及其制备方法
胡东波,invented,一种非离子型水性环氧固化剂及其制备方法
胡东波,invented,水性超支化聚合物及其制备方法
胡东波,invented,一种聚酰胺改性水性环氧固化剂及其制备方法
祝宝英,invented,一种非离子型水性环氧固化剂及其制备方法
祝宝英,invented,一种聚酰胺改性水性环氧固化剂及其制备方法
刘明,invented,一种非离子型水性环氧固化剂及其制备方法
刘明,invented,水性超支化聚合物及其制备方法
刘明,invented,一种聚酰胺改性水性环氧固化剂及其制备方法
王亚鑫,invented,一种非离子型水性环氧固化剂及其制备方法
王亚鑫,invented,一种光热、pH响应的自修复防腐涂层及其制备方法和应用
王亚鑫,invented,一种双重响应的防腐填料及其制备方法和应用
王亚鑫,invented,一种聚酰胺改性水性环氧固化剂及其制备方法
许飞,invented,一种非离子型水性环氧固化剂及其制备方法
许飞,invented,一种聚酰胺改性水性环氧固化剂及其制备方法
张汉青,invented,一种非离子型水性环氧固化剂及其制备方法
张汉青,invented,一种脲基分散剂及其制备方法与应用
张汉青,invented,一种聚酰胺改性水性环氧固化剂及其制备方法
胡中,invented,一种非离子型水性环氧固化剂及其制备方法
胡中,invented,一种脲基分散剂及其制备方法与应用
胡中,invented,一种聚酰胺改性水性环氧固化剂及其制备方法
无溶剂防腐蚀内衬涂料及其制备方法,keywords,5份
无溶剂防腐蚀内衬涂料及其制备方法,keywords,20份
无溶剂防腐蚀内衬涂料及其制备方法,keywords,10份
无溶剂防腐蚀内衬涂料及其制备方法,keywords,8份
无溶剂防腐蚀内衬涂料及其制备方法,keywords,本发明提供的无溶剂防腐蚀内衬涂料不含有任何挥发性有机溶剂
无溶剂防腐蚀内衬涂料及其制备方法,keywords,本发明提供的无溶剂防腐蚀内衬涂料
无溶剂防腐蚀内衬涂料及其制备方法,keywords,消泡剂0
无溶剂防腐蚀内衬涂料及其制备方法,keywords,有利于施工人员的健康和环境保护
无溶剂防腐蚀内衬涂料及其制备方法,keywords,活性稀释剂3
无溶剂防腐蚀内衬涂料及其制备方法,keywords,触变剂1
王秀娟,invented,无溶剂防腐蚀内衬涂料及其制备方法
方健君,invented,无溶剂防腐蚀内衬涂料及其制备方法
张伟丽,invented,无溶剂防腐蚀内衬涂料及其制备方法
王清海,invented,无溶剂防腐蚀内衬涂料及其制备方法
李敏,invented,无溶剂防腐蚀内衬涂料及其制备方法
李敏,invented,介电测井探头及补偿方法、装置、设备、存储介质
徐科,invented,无溶剂防腐蚀内衬涂料及其制备方法
沈雪峰,invented,无溶剂防腐蚀内衬涂料及其制备方法
廉兵杰,invented,无溶剂防腐蚀内衬涂料及其制备方法
廉兵杰,invented,一种光热、pH响应的自修复防腐涂层及其制备方法和应用
廉兵杰,invented,一种双重响应的防腐填料及其制备方法和应用
许洋,invented,无溶剂防腐蚀内衬涂料及其制备方法
马胜军,invented,无溶剂防腐蚀内衬涂料及其制备方法
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,适宜工业生产
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,曼尼希碱上的有机胺与氨基酸形成水溶性酰胺化合物
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,本发明方法避免了传统使用无机酸或酸酐以及蒸馏方法脱胺带来的环境污染及能耗较大的问题
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,本发明涉及一种用于曼尼希碱脱胺制备亚甲基醌类化合物的方法
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,驱动环和胀裂环
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,本发明公开了一种硫化型加氢脱金属催化剂的制备方法
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,本发明公开了一种用于套管悬挂器的压力试验装置
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,本发明公开了一种用于电缆压接的组合式工装
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,本发明公开了一种由甲醇制环氧化物的集成工艺方法
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,本发明公开了一种硫化型体相加氢催化剂的制备方法
赵甲,invented,一种曼尼希碱脱胺制备亚甲基醌类化合物的方法
赵甲,invented,一种高效复合苯乙烯阻聚剂及其制备方法、应用
张春丽,invented,一种曼尼希碱脱胺制备亚甲基醌类化合物的方法
张春丽,invented,一种高效复合苯乙烯阻聚剂及其制备方法、应用
赵阳,invented,一种曼尼希碱脱胺制备亚甲基醌类化合物的方法
赵阳,invented,一种高效复合苯乙烯阻聚剂及其制备方法、应用
张晓行,invented,一种曼尼希碱脱胺制备亚甲基醌类化合物的方法
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,搅拌均匀后制得
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,本发明复合苯乙烯阻聚剂具有高效的阻聚活性
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,本发明方法无需精制过程
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,本发明公开了一种高效复合苯乙烯阻聚剂及其制备方法
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,搅拌均匀
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,显著降低聚合物生成量
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,s3
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,s4
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,s1
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,s2
赵福利,invented,一种高效复合苯乙烯阻聚剂及其制备方法、应用
一种非接触式饱和场测量系统,keywords,阵列式传感模块
一种非接触式饱和场测量系统,keywords,信号测量模块
一种非接触式饱和场测量系统,keywords,输入涉及一种非接触式饱和场测量系统
一种非接触式饱和场测量系统,keywords,本发明属于电学性能检测领域
一种非接触式饱和场测量系统,keywords,根据重建的参数分布图像实现饱和场测量
一种非接触式饱和场测量系统,keywords,包括
一种非接触式饱和场测量系统,keywords,驱动环和胀裂环
一种非接触式饱和场测量系统,keywords,本发明公开了一种由甲醇制环氧化物的集成工艺方法
一种非接触式饱和场测量系统,keywords,本发明公开了一种用于套管悬挂器的压力试验装置
一种非接触式饱和场测量系统,keywords,本发明公开了一种用于电缆压接的组合式工装
米立军,invented,一种非接触式饱和场测量系统
庞维新,invented,一种非接触式饱和场测量系统
庞维新,invented,一种海洋天然气水合物固态流化的开采模拟实验系统
庞维新,invented,一种天然气水合物开采实验模型参数的设计方法及系统
庞维新,invented,海域天然气水合物分布形态诊断方法、系统、设备及介质
吕鑫,invented,一种非接触式饱和场测量系统
吕鑫,invented,一种天然气水合物开采实验模型参数的设计方法及系统
葛阳,invented,一种非接触式饱和场测量系统
葛阳,invented,一种天然气水合物开采实验模型参数的设计方法及系统
孙涛,invented,一种非接触式饱和场测量系统
孙涛,invented,一种天然气水合物开采实验模型参数的设计方法及系统
孙涛,invented,海域天然气水合物分布形态诊断方法、系统、设备及介质
李丽霞,invented,一种非接触式饱和场测量系统
李丽霞,invented,一种天然气水合物开采实验模型参数的设计方法及系统
李丽霞,invented,海域天然气水合物分布形态诊断方法、系统、设备及介质
朱军龙,invented,一种非接触式饱和场测量系统
朱军龙,invented,海域天然气水合物分布形态诊断方法、系统、设备及介质
朱军龙,invented,一种基于电磁感应的管道水合物解堵装置
焦红梅,invented,一种非接触式饱和场测量系统
焦红梅,invented,一种天然气水合物开采实验模型参数的设计方法及系统
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,活性金属的负载
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,本发明涉及一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,本发明所制备的催化剂高效的匹配催化剂的酸碱中心与加氢中心
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,载体成型
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,25
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,其特征在于
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,本发明公开了一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,本发明公开了一种热采油田放喷气安全排放和伴生气利用的生产系统及方法
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,本发明公开了一种钢丝动力电缆投捞机组系统及作业方法
一种液化石油气脱硫醇与降二烯烃催化剂的制备方法,keywords,本发明公开了一种采油树帽送入工具
肖寒,invented,一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
肖寒,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
朱金剑,invented,一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
朱金剑,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
李子涵,invented,一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
李子涵,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
宋国良,invented,一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
宋国良,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
刘伟,invented,一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
张景成,invented,一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
张景成,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
许岩,invented,一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
许岩,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
胡毅,invented,一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
胡毅,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
董科军,invented,一种液化石油气脱硫醇与降二烯烃催化剂的制备方法
低阻油藏的产能确定方法、装置及电子设备,keywords,本发明公开了一种低阻油藏的产能确定方法
低阻油藏的产能确定方法、装置及电子设备,keywords,本发明实施例的技术方案降低对高端测井的依赖
低阻油藏的产能确定方法、装置及电子设备,keywords,比采液数据以及第一回归函数
低阻油藏的产能确定方法、装置及电子设备,keywords,装置及电子设备
低阻油藏的产能确定方法、装置及电子设备,keywords,该方法包括
低阻油藏的产能确定方法、装置及电子设备,keywords,本发明公开了一种由甲醇制环氧化物的集成工艺方法
低阻油藏的产能确定方法、装置及电子设备,keywords,本发明公开了一种热采油田放喷气安全排放和伴生气利用的生产系统及方法
低阻油藏的产能确定方法、装置及电子设备,keywords,本发明公开了一种用于套管悬挂器的压力试验装置
低阻油藏的产能确定方法、装置及电子设备,keywords,本发明公开了一种用于电缆压接的组合式工装
低阻油藏的产能确定方法、装置及电子设备,keywords,本发明公开了一种硫化型体相加氢催化剂的制备方法
林国松,invented,低阻油藏的产能确定方法、装置及电子设备
曹树春,invented,低阻油藏的产能确定方法、装置及电子设备
曹树春,invented,油藏流度非线性变化的产能确定方法、装置、设备和介质
何娟,invented,低阻油藏的产能确定方法、装置及电子设备
童凯军,invented,低阻油藏的产能确定方法、装置及电子设备
李长勇,invented,低阻油藏的产能确定方法、装置及电子设备
王龙,invented,低阻油藏的产能确定方法、装置及电子设备
孙福亭,invented,低阻油藏的产能确定方法、装置及电子设备
陈培元,invented,低阻油藏的产能确定方法、装置及电子设备
惠晨,invented,低阻油藏的产能确定方法、装置及电子设备
童艺,invented,低阻油藏的产能确定方法、装置及电子设备
一种深水分段导管架及其海上卧式连接方法,keywords,本发明公开了一种深水分段导管架及其海上卧式连接方法
一种深水分段导管架及其海上卧式连接方法,keywords,提高了施工效率和可靠性
一种深水分段导管架及其海上卧式连接方法,keywords,本发明可以实现大型深水导管架的运输与安装
一种深水分段导管架及其海上卧式连接方法,keywords,包括
一种深水分段导管架及其海上卧式连接方法,keywords,本发明公开了一种硫化型加氢催化剂的制备方法
一种深水分段导管架及其海上卧式连接方法,keywords,本发明公开了一种用于套管悬挂器的压力试验装置
一种深水分段导管架及其海上卧式连接方法,keywords,本发明公开了一种用于电缆压接的组合式工装
一种深水分段导管架及其海上卧式连接方法,keywords,本发明公开了一种由甲醇制环氧化物的集成工艺方法
一种深水分段导管架及其海上卧式连接方法,keywords,本发明公开了一种硫化型体相加氢催化剂的制备方法
一种深水分段导管架及其海上卧式连接方法,keywords,本发明公开了一种硫化型加氢脱金属催化剂的制备方法
魏佳广,invented,一种深水分段导管架及其海上卧式连接方法
魏佳广,invented,一种深水海底管道实时智能监测系统及其实现方法
魏佳广,invented,一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法
黄山田,invented,一种深水分段导管架及其海上卧式连接方法
黄山田,invented,一种深水海底管道实时智能监测系统及其实现方法
黄山田,invented,一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法
于文太,invented,一种深水分段导管架及其海上卧式连接方法
于文太,invented,一种深水海底管道实时智能监测系统及其实现方法
于文太,invented,一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法
谢维维,invented,一种深水分段导管架及其海上卧式连接方法
谢维维,invented,一种深水海底管道实时智能监测系统及其实现方法
谢维维,invented,一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法
王震,invented,一种深水分段导管架及其海上卧式连接方法
刘涛,invented,一种深水分段导管架及其海上卧式连接方法
董振强,invented,一种深水分段导管架及其海上卧式连接方法
江锦,invented,一种深水分段导管架及其海上卧式连接方法
高嵩,invented,一种深水分段导管架及其海上卧式连接方法
高嵩,invented,一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法
李雪松,invented,一种深水分段导管架及其海上卧式连接方法
余承龙,invented,一种深水分段导管架及其海上卧式连接方法
席樱瑞,invented,一种深水分段导管架及其海上卧式连接方法
王星轲,invented,一种深水分段导管架及其海上卧式连接方法
王星轲,invented,一种深水海底管道实时智能监测系统及其实现方法
王星轲,invented,一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,sub
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,组分
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,sup
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,轻油
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,本发明为一种高羰基硫液化气深度脱硫降二烯烃的方法
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,本发明通过技术的耦合实现羰基硫
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,该方法包括
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,本发明公开了一种模拟注聚井堵塞后近井地带聚合物溶液性能的方法
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,本发明公开了一种水下采油树顶部的电潜泵生产测试立管系统包括水下采油树装置
一种高羰基硫液化气深度脱硫降二烯烃的方法,keywords,本发明公开了一种高凝油水下生产管汇
练弢,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
郭振宇,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
吴巍,invented,一种高羰基硫液化气深度脱硫降二烯烃的方法
吴巍,invented,一种水相分散氢氧化铝粉体及其制备系统、制备方法、应用
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,设备和介质
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,根据油藏流度随驱替压力梯度非线性变化的流体参数确定第一流度变化模型
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,提高了求解速度和精度
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,本发明精确描述了流度随驱替压力梯度的非线性变化
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,根据所述第二流度变化模型和待预测油藏储层参数确定流度变化下的直井产能模型
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,进而提高产能确定的准确度和效率
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,本发明公开了一种油藏流度非线性变化的产能确定方法
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,装置
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,该方法包括
油藏流度非线性变化的产能确定方法、装置、设备和介质,keywords,本发明公开了一种深水海底管道实时智能监测系统及其实现方法
孙召勃,invented,油藏流度非线性变化的产能确定方法、装置、设备和介质
杨宝泉,invented,油藏流度非线性变化的产能确定方法、装置、设备和介质
杨依依,invented,油藏流度非线性变化的产能确定方法、装置、设备和介质
翟迪,invented,油藏流度非线性变化的产能确定方法、装置、设备和介质
廖玟皓,invented,油藏流度非线性变化的产能确定方法、装置、设备和介质
杨馥榕,invented,油藏流度非线性变化的产能确定方法、装置、设备和介质
一种深水少井区岩性油气藏SAC流体界面的预测方法,keywords,根据步骤
一种深水少井区岩性油气藏SAC流体界面的预测方法,keywords,本发明提供一种深水少井区岩性油气藏sac流体界面的预测方法
一种深水少井区岩性油气藏SAC流体界面的预测方法,keywords,本发明提供的预测方法充分挖掘了地震信息
一种深水少井区岩性油气藏SAC流体界面的预测方法,keywords,本发明公开了一种深水分段导管架及其海上卧式连接方法
一种深水少井区岩性油气藏SAC流体界面的预测方法,keywords,本发明公开了一种脲基分散剂及其制备方法与应用
一种深水少井区岩性油气藏SAC流体界面的预测方法,keywords,本发明公开了一种聚酰胺改性水性环氧固化剂及其制备方法
一种深水少井区岩性油气藏SAC流体界面的预测方法,keywords,本发明公开了一种确定混源油的烃源岩贡献率的方法
